rank,tag,name,expLevel,trophies,attackWins,defenseWins,clan.tag,clan.name,clan.badgeUrls.small,clan.badgeUrls.large,clan.badgeUrls.medium
18,#PRYJGJLP,m!ꌗhꀤẓzẓℓє,172,5447,161,7,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
19,#PUQ0RVGQ,CMaiDa-,150,5446,148,13,#9GJGLRLG,MEGA FAMILY,https://api-assets.clashofclans.com/badges/70/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/512/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/200/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png
20,#2GPGVC,ELDAR ALİYEV 1,201,5446,134,19,#9PUC8YYR,MEGA BAKU,https://api-assets.clashofclans.com/badges/70/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/512/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/200/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png
21,#VLP292J2,Ryuji-3/かくれんぼ,137,5444,112,10,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
22,#YUGRP2LQ,-+{ABQ}+-,153,5440,144,13,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
23,#2VCVG8CP,bader kh,160,5438,155,15,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
24,#9P2R02LY,aziz,159,5437,127,14,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
25,#8P92RUV2,big small,160,5430,100,8,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
26,#JULQ908U,MACARREITOR,170,5428,145,10,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
27,#YJ9092RQ,robell,192,5420,156,16,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
28,#GLPG29JP,안눙하심!,143,5415,107,7,#928J9GCP,대한민국•KOREA,https://api-assets.clashofclans.com/badges/70/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/512/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/200/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png
29,#JLV928UG,極悪倭文ジョー鳥白湯,136,5414,163,16,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
30,#98P20UYJ,ALAIN WOLF,150,5414,130,19,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
31,#PQ9LVGL,DANIEL BALAN 1,157,5412,154,15,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
32,#GRRC299Y,Ryuji-2/JSS,184,5409,96,12,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
33,#8QVQY9J2,MaXiMuS,215,5408,187,8,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
34,#GRYPYL0R,極悪倭文浩樹ヒロ様殿下,198,5407,88,13,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
35,#L9LQQURC,스핏,151,5406,171,17,#2P0YJP9G,49%,https://api-assets.clashofclans.com/badges/70/agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU.png,https://api-assets.clashofclans.com/badges/512/agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU.png,https://api-assets.clashofclans.com/badges/200/agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU.png
36,#22YQJYRU,gamesss!!!!,146,5405,150,11,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
37,#8R9JL2QV,Andico,164,5404,116,9,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
38,#82VRLGQ0,Rashid_Ahli,168,5404,116,14,#2UJ9CGJ8,BornToKill,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
39,#2JVVCLQ8,༺李༒潮༻LouisMa,162,5402,151,11,#YJLY82QG,大唐天子,https://api-assets.clashofclans.com/badges/70/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/512/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/200/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png
40,#2VG0RLQP,GRIP Y,149,5401,89,10,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
41,#PRUY0Y90,Mr. Barry Lutz,173,5397,174,8,#CG989L,The Lost,https://api-assets.clashofclans.com/badges/70/tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE.png,https://api-assets.clashofclans.com/badges/512/tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE.png,https://api-assets.clashofclans.com/badges/200/tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE.png
42,#LQCGLR82,درع الجزيرة,142,5394,132,17,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
43,#2YRJ8G9C,lucky,168,5394,126,9,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
44,#9GJRCLV8,極悪倭文タイガー,150,5394,106,5,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
45,#82PCUGP,HAYATO,143,5394,105,8,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
46,#8QQPCQUC,Skye,145,5393,113,17,#9J8RLVRC,Team C.R.E.A.M™,https://api-assets.clashofclans.com/badges/70/4-dZgA748bIRkM8DocIbWj8X8h54dpqlV_KbESJZhUk.png,https://api-assets.clashofclans.com/badges/512/4-dZgA748bIRkM8DocIbWj8X8h54dpqlV_KbESJZhUk.png,https://api-assets.clashofclans.com/badges/200/4-dZgA748bIRkM8DocIbWj8X8h54dpqlV_KbESJZhUk.png
47,#998P9URU,ｻﾞｷﾔﾏ,150,5390,234,16,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
48,#R8ULRVVP,Lucho_2802,142,5390,176,9,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
49,#GL89JPR2,Ares,160,5389,223,12,#928J9GCP,대한민국•KOREA,https://api-assets.clashofclans.com/badges/70/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/512/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/200/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png
50,#R900LQ2C,cocoa,134,5387,196,8,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
51,#20PRPLJ0V,다이버707,149,5387,145,13,#LG8R9UGC,707,https://api-assets.clashofclans.com/badges/70/cYa6tY8bEra1LYpS6J0oyQr2VybusulKdi2dyBBD38k.png,https://api-assets.clashofclans.com/badges/512/cYa6tY8bEra1LYpS6J0oyQr2VybusulKdi2dyBBD38k.png,https://api-assets.clashofclans.com/badges/200/cYa6tY8bEra1LYpS6J0oyQr2VybusulKdi2dyBBD38k.png
52,#QCJ9L0RQ,ALSELEE6,162,5386,122,8,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
53,#LJ8YJGY,F 1 MBY,146,5385,136,10,#UP0080R,Indo Eternity,https://api-assets.clashofclans.com/badges/70/xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY.png,https://api-assets.clashofclans.com/badges/512/xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY.png,https://api-assets.clashofclans.com/badges/200/xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY.png
54,#LVP9PYLV,kaptjack,153,5383,155,11,#RJVGUYJ,TIA DALMA,https://api-assets.clashofclans.com/badges/70/lfI1yHbgb1sGJmNaoWQVT05QtSdOnXlNlAQIayIzylQ.png,https://api-assets.clashofclans.com/badges/512/lfI1yHbgb1sGJmNaoWQVT05QtSdOnXlNlAQIayIzylQ.png,https://api-assets.clashofclans.com/badges/200/lfI1yHbgb1sGJmNaoWQVT05QtSdOnXlNlAQIayIzylQ.png
55,#G8VRQ0RU,AnonshA,168,5382,104,8,#9GJGLRLG,MEGA FAMILY,https://api-assets.clashofclans.com/badges/70/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/512/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/200/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png
56,#PVYCUJRQ,moo,142,5382,118,10,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
57,#JQ2R2JG2,倭食処☆かくれんぼトロ上げ定食,180,5380,122,12,#PJUGGY0P,TOP OF JAPAN,https://api-assets.clashofclans.com/badges/70/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/512/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png,https://api-assets.clashofclans.com/badges/200/rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ.png
58,#GPPL0P2P,L'EXCELLENCE,143,5379,179,14,#U2YJCRU,درع الجزيرة,https://api-assets.clashofclans.com/badges/70/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/512/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png,https://api-assets.clashofclans.com/badges/200/gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w.png
