rank,tag,name,expLevel,trophies,attackWins,defenseWins,clan.tag,clan.name,clan.badgeUrls.small,clan.badgeUrls.large,clan.badgeUrls.medium
768,#22J9YGRRG,B A T M A N ™,144,5166,247,13,0,0,0,0,0
769,#RPUQJ99J,~STiXx~,140,5166,98,8,#2UPGRL,Blue Space,https://api-assets.clashofclans.com/badges/70/rU0ub0XoQRV14xrgDq2B8N0KvC_kPTBBWK4nm7W2H-8.png,https://api-assets.clashofclans.com/badges/512/rU0ub0XoQRV14xrgDq2B8N0KvC_kPTBBWK4nm7W2H-8.png,https://api-assets.clashofclans.com/badges/200/rU0ub0XoQRV14xrgDq2B8N0KvC_kPTBBWK4nm7W2H-8.png
770,#RURUL9YC,Masa,161,5166,125,8,#9J99PYRL,CLUB ONLY,https://api-assets.clashofclans.com/badges/70/Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs.png,https://api-assets.clashofclans.com/badges/512/Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs.png,https://api-assets.clashofclans.com/badges/200/Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs.png
771,#PG922LY,daniel+lu,174,5166,140,5,#Q9YCPV09,王者,https://api-assets.clashofclans.com/badges/70/owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c.png,https://api-assets.clashofclans.com/badges/512/owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c.png,https://api-assets.clashofclans.com/badges/200/owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c.png
772,#CGG9LLJP,コロ助,138,5165,124,9,#YVJ0LYCQ,TF-DXA,https://api-assets.clashofclans.com/badges/70/jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk.png,https://api-assets.clashofclans.com/badges/512/jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk.png,https://api-assets.clashofclans.com/badges/200/jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk.png
773,#PUPY820Y,MASAKI,154,5165,169,8,#2YVLR2QY,ラピュタθ,https://api-assets.clashofclans.com/badges/70/JVZ0MNrRWqv4zwZdcwcfMSUmQbaBxmElGpUNFigq1bE.png,https://api-assets.clashofclans.com/badges/512/JVZ0MNrRWqv4zwZdcwcfMSUmQbaBxmElGpUNFigq1bE.png,https://api-assets.clashofclans.com/badges/200/JVZ0MNrRWqv4zwZdcwcfMSUmQbaBxmElGpUNFigq1bE.png
774,#Q8202UPJ,x1alpha,135,5165,273,7,#QL2QJJL,Dark Art™,https://api-assets.clashofclans.com/badges/70/CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU.png,https://api-assets.clashofclans.com/badges/512/CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU.png,https://api-assets.clashofclans.com/badges/200/CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU.png
775,#LJ0VG29L,4an IC,166,5165,97,12,#20C00JL0,Indo Celestial,https://api-assets.clashofclans.com/badges/70/Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA.png,https://api-assets.clashofclans.com/badges/512/Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA.png,https://api-assets.clashofclans.com/badges/200/Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA.png
776,#8GLG8J8V,甜心,169,5165,108,2,#YJLY82QG,大唐天子,https://api-assets.clashofclans.com/badges/70/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/512/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/200/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png
777,#G00PPUVP,Go4Fun,184,5164,165,10,#V8RQ2UJ,champ kingdom,https://api-assets.clashofclans.com/badges/70/yWeRKKiASbcIeEcJfImeE33uRtxJ0T6-umFSbQl3kPw.png,https://api-assets.clashofclans.com/badges/512/yWeRKKiASbcIeEcJfImeE33uRtxJ0T6-umFSbQl3kPw.png,https://api-assets.clashofclans.com/badges/200/yWeRKKiASbcIeEcJfImeE33uRtxJ0T6-umFSbQl3kPw.png
778,#9QPRQCPU,たけつ8,134,5164,174,7,#9J99PYRL,CLUB ONLY,https://api-assets.clashofclans.com/badges/70/Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs.png,https://api-assets.clashofclans.com/badges/512/Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs.png,https://api-assets.clashofclans.com/badges/200/Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs.png
779,#P8PYJ0R8,AKILES,148,5164,165,7,#P8VVRQJC,OLIMPO JUNIOR 2,https://api-assets.clashofclans.com/badges/70/Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg.png,https://api-assets.clashofclans.com/badges/512/Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg.png,https://api-assets.clashofclans.com/badges/200/Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg.png
780,#88UJ0PL9,Mr.GodFather,144,5164,130,7,#2RUU0VP9,Clash of Knight,https://api-assets.clashofclans.com/badges/70/l4WQrf4P4cXncnwpcI91aPW6rrsbZDkLLzvRMOR4XTU.png,https://api-assets.clashofclans.com/badges/512/l4WQrf4P4cXncnwpcI91aPW6rrsbZDkLLzvRMOR4XTU.png,https://api-assets.clashofclans.com/badges/200/l4WQrf4P4cXncnwpcI91aPW6rrsbZDkLLzvRMOR4XTU.png
781,#PVPGL2L,Velvet Rose,158,5164,80,6,#2V8PUL28,戦場の絆,https://api-assets.clashofclans.com/badges/70/Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0.png,https://api-assets.clashofclans.com/badges/512/Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0.png,https://api-assets.clashofclans.com/badges/200/Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0.png
782,#9GQ9U9PV,SeeMe,149,5164,86,9,#UQLUR0R,السعودية,https://api-assets.clashofclans.com/badges/70/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/512/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/200/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png
783,#GVGJQ2RL,랄라리,142,5163,105,8,#8V800LGV,핑크맘모스,https://api-assets.clashofclans.com/badges/70/_ThjWDWDk0XDQXPe1SOohQb-c5poR_12QgOLICCqPrY.png,https://api-assets.clashofclans.com/badges/512/_ThjWDWDk0XDQXPe1SOohQb-c5poR_12QgOLICCqPrY.png,https://api-assets.clashofclans.com/badges/200/_ThjWDWDk0XDQXPe1SOohQb-c5poR_12QgOLICCqPrY.png
784,#QCVGU2RL,물방울,176,5163,158,9,#928J9GCP,대한민국•KOREA,https://api-assets.clashofclans.com/badges/70/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/512/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/200/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png
785,#9PC0YYGG,angelalee87,189,5163,180,13,#CQL9GUP,Indo Xtreme,https://api-assets.clashofclans.com/badges/70/r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M.png,https://api-assets.clashofclans.com/badges/512/r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M.png,https://api-assets.clashofclans.com/badges/200/r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M.png
786,#G9989GQ,matilde filippo,163,5163,170,10,#PJV99QJ0,Italian Champs,https://api-assets.clashofclans.com/badges/70/Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg.png,https://api-assets.clashofclans.com/badges/512/Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg.png,https://api-assets.clashofclans.com/badges/200/Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg.png
787,#QUGUC29J,KAZUKI,155,5163,145,6,#P9GR0CV,KAMEHOUSE,https://api-assets.clashofclans.com/badges/70/NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc.png,https://api-assets.clashofclans.com/badges/512/NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc.png,https://api-assets.clashofclans.com/badges/200/NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc.png
788,#2LPJYJV0,Saber,135,5163,170,6,#UV2U9CU,The Throne,https://api-assets.clashofclans.com/badges/70/tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE.png,https://api-assets.clashofclans.com/badges/512/tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE.png,https://api-assets.clashofclans.com/badges/200/tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE.png
789,#LUUJ8C80,Al_Nader,140,5163,134,9,0,0,0,0,0
790,#U2V9RCQ9,ハリアー,136,5163,109,6,#P29YPCJU,倭文組,https://api-assets.clashofclans.com/badges/70/e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4.png,https://api-assets.clashofclans.com/badges/512/e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4.png,https://api-assets.clashofclans.com/badges/200/e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4.png
791,#8CYRJ08Y,Mega Doc,185,5163,119,14,#9GJGLRLG,MEGA FAMILY,https://api-assets.clashofclans.com/badges/70/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/512/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/200/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png
792,#JL0P0YC8,호야,144,5162,98,10,#928J9GCP,대한민국•KOREA,https://api-assets.clashofclans.com/badges/70/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/512/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png,https://api-assets.clashofclans.com/badges/200/SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc.png
793,#PG000R8J,OMID Kashani 1,182,5162,122,13,#2UCUPGL8,saghi the king,https://api-assets.clashofclans.com/badges/70/vUTP2-uQPJX0EDfR2pplwe3mYl2z13G0KLoCqd7Q59w.png,https://api-assets.clashofclans.com/badges/512/vUTP2-uQPJX0EDfR2pplwe3mYl2z13G0KLoCqd7Q59w.png,https://api-assets.clashofclans.com/badges/200/vUTP2-uQPJX0EDfR2pplwe3mYl2z13G0KLoCqd7Q59w.png
794,#82PPVJ29,NITRO16,138,5162,157,8,#98YRGYCJ,THE GODS,https://api-assets.clashofclans.com/badges/70/NJngz8BoXuKMAUVl5UuavpXGDaE4chERulCJtAwmGLU.png,https://api-assets.clashofclans.com/badges/512/NJngz8BoXuKMAUVl5UuavpXGDaE4chERulCJtAwmGLU.png,https://api-assets.clashofclans.com/badges/200/NJngz8BoXuKMAUVl5UuavpXGDaE4chERulCJtAwmGLU.png
795,#C2GL9YG,Light,132,5162,167,3,#U0C802C,桜花--OUKA--,https://api-assets.clashofclans.com/badges/70/0p2mH4qsvF9qHUZ3yFmPFQtlV0XS1v_VKTpFRf3mNdM.png,https://api-assets.clashofclans.com/badges/512/0p2mH4qsvF9qHUZ3yFmPFQtlV0XS1v_VKTpFRf3mNdM.png,https://api-assets.clashofclans.com/badges/200/0p2mH4qsvF9qHUZ3yFmPFQtlV0XS1v_VKTpFRf3mNdM.png
796,#Y89G9J2L,King Schnitz,197,5162,192,3,#2U00G8J0,Filipino Legend,https://api-assets.clashofclans.com/badges/70/XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538.png,https://api-assets.clashofclans.com/badges/512/XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538.png,https://api-assets.clashofclans.com/badges/200/XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538.png
797,#8C2C28JR,银蛇,130,5162,107,3,#YJLY82QG,大唐天子,https://api-assets.clashofclans.com/badges/70/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/512/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/200/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png
798,#QQ90GULP,C Y C L O N E,152,5161,115,9,#9GJGLRLG,MEGA FAMILY,https://api-assets.clashofclans.com/badges/70/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/512/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/200/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png
799,#2292QULU,D3X ;-),159,5161,153,6,#P29YPCJU,倭文組,https://api-assets.clashofclans.com/badges/70/e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4.png,https://api-assets.clashofclans.com/badges/512/e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4.png,https://api-assets.clashofclans.com/badges/200/e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4.png
800,#LJV2PVPQ,ABA,152,5161,101,7,#8UY829U8,Kings @ War,https://api-assets.clashofclans.com/badges/70/3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw.png,https://api-assets.clashofclans.com/badges/512/3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw.png,https://api-assets.clashofclans.com/badges/200/3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw.png
801,#9JR0QP2Q,红拂女,178,5161,117,7,#YJLY82QG,大唐天子,https://api-assets.clashofclans.com/badges/70/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/512/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png,https://api-assets.clashofclans.com/badges/200/So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ.png
802,#9CLGRVU0,"""The Mayor""",165,5161,116,12,0,0,0,0,0
803,#U00CY9RV,NiteWolf,153,5161,163,6,#2VR2YY0G,Kings Rock,https://api-assets.clashofclans.com/badges/70/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png,https://api-assets.clashofclans.com/badges/512/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png,https://api-assets.clashofclans.com/badges/200/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png
804,#89220RQJ,Master Jese,176,5161,147,8,#2GR920V9,WAR IMPERIUM,https://api-assets.clashofclans.com/badges/70/f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI.png,https://api-assets.clashofclans.com/badges/512/f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI.png,https://api-assets.clashofclans.com/badges/200/f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI.png
805,#RJ0UU0VP,HERCULES,147,5161,134,3,#2JCU9C8P,誉〜HOMARE〜,https://api-assets.clashofclans.com/badges/70/7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo.png,https://api-assets.clashofclans.com/badges/512/7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo.png,https://api-assets.clashofclans.com/badges/200/7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo.png
806,#QG8VQP80,معاذ,133,5161,214,14,#UQLUR0R,السعودية,https://api-assets.clashofclans.com/badges/70/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/512/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/200/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png
807,#8V9JYJPG,aladin666,178,5161,103,6,#YCRPRYLJ,Kings Canada,https://api-assets.clashofclans.com/badges/70/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png,https://api-assets.clashofclans.com/badges/512/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png,https://api-assets.clashofclans.com/badges/200/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png
808,#GJYGU08R,よっし〜✨,157,5160,282,7,#8YQJQCUQ,Pandora's Box,https://api-assets.clashofclans.com/badges/70/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png,https://api-assets.clashofclans.com/badges/512/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png,https://api-assets.clashofclans.com/badges/200/8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y.png
809,#2JJUG229,Duncle-Bo,145,5160,120,5,0,0,0,0,0
810,#Y9R0CV0L,M.H,149,5160,71,6,#UQLUR0R,السعودية,https://api-assets.clashofclans.com/badges/70/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/512/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/200/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png
811,#P09U8G2P,*={7C}=*,163,5160,187,10,#22PLJUPJ,Cupaholics™,https://api-assets.clashofclans.com/badges/70/YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew.png,https://api-assets.clashofclans.com/badges/512/YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew.png,https://api-assets.clashofclans.com/badges/200/YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew.png
812,#L8JPLUR,[)ONGURI.@,168,5160,136,8,#YCUJGLG,Cache☺︎Cache,https://api-assets.clashofclans.com/badges/70/FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U.png,https://api-assets.clashofclans.com/badges/512/FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U.png,https://api-assets.clashofclans.com/badges/200/FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U.png
813,#QRL8R2CC,D3Fo0oS,166,5160,132,8,#Q0UU092L,ARAB CHAMPIONS,https://api-assets.clashofclans.com/badges/70/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/512/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png,https://api-assets.clashofclans.com/badges/200/plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw.png
814,#VCQYLQU0,ฅ( •ω• ฅ)猟虎,164,5159,197,15,#2JCU9C8P,誉〜HOMARE〜,https://api-assets.clashofclans.com/badges/70/7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo.png,https://api-assets.clashofclans.com/badges/512/7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo.png,https://api-assets.clashofclans.com/badges/200/7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo.png
815,#RP2C0Y8Y,KickAss,169,5159,366,112,#UQLUR0R,السعودية,https://api-assets.clashofclans.com/badges/70/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/512/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png,https://api-assets.clashofclans.com/badges/200/3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME.png
816,#G0Y0UJLJ,abc,155,5159,131,9,#9GJGLRLG,MEGA FAMILY,https://api-assets.clashofclans.com/badges/70/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/512/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png,https://api-assets.clashofclans.com/badges/200/cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg.png
817,#9YGCQQ9J,Guillermo£,211,5159,133,2,#PCG9G0L2,Come & Take It,https://api-assets.clashofclans.com/badges/70/JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00.png,https://api-assets.clashofclans.com/badges/512/JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00.png,https://api-assets.clashofclans.com/badges/200/JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00.png
818,#RR9VRRJG,niexz,140,5159,101,13,#UP0080R,Indo Eternity,https://api-assets.clashofclans.com/badges/70/xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY.png,https://api-assets.clashofclans.com/badges/512/xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY.png,https://api-assets.clashofclans.com/badges/200/xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY.png
819,#PLU9LQU,kaiser,150,5159,214,1,#GV9J999,電光石火〜JAPAN〜,https://api-assets.clashofclans.com/badges/70/j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE.png,https://api-assets.clashofclans.com/badges/512/j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE.png,https://api-assets.clashofclans.com/badges/200/j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE.png
820,#R99GJYUP,波平,150,5159,143,8,#Y8L9JVUP,LA・PU・TA,https://api-assets.clashofclans.com/badges/70/EAbNglFBoHYZVEw2IWbcZ22F-YR2IKF9FeRi_LS9Bq8.png,https://api-assets.clashofclans.com/badges/512/EAbNglFBoHYZVEw2IWbcZ22F-YR2IKF9FeRi_LS9Bq8.png,https://api-assets.clashofclans.com/badges/200/EAbNglFBoHYZVEw2IWbcZ22F-YR2IKF9FeRi_LS9Bq8.png
821,#UVQC0Y80,Mont Blanc,139,5159,132,2,#8U29VJPG,ヽ(￣ー￣ )ノ,https://api-assets.clashofclans.com/badges/70/6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8.png,https://api-assets.clashofclans.com/badges/512/6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8.png,https://api-assets.clashofclans.com/badges/200/6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8.png
822,#JCLYP9RJ,gag1952wvs,159,5159,160,1,#89Q9G2GL,草食組FC,https://api-assets.clashofclans.com/badges/70/xBXQYRRZ5ieSuyWJQTg5i8UxrPQ1PNsg9gwZ1YgemjY.png,https://api-assets.clashofclans.com/badges/512/xBXQYRRZ5ieSuyWJQTg5i8UxrPQ1PNsg9gwZ1YgemjY.png,https://api-assets.clashofclans.com/badges/200/xBXQYRRZ5ieSuyWJQTg5i8UxrPQ1PNsg9gwZ1YgemjY.png
823,#GV2CQP9L,Mil-Evan,138,5159,91,10,#V9L9UG8,FRERES D'ARMES,https://api-assets.clashofclans.com/badges/70/OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg.png,https://api-assets.clashofclans.com/badges/512/OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg.png,https://api-assets.clashofclans.com/badges/200/OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg.png
824,#8QLGJYRR,max,153,5158,158,3,#8G8RLYUJ,anarbest,https://api-assets.clashofclans.com/badges/70/DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc.png,https://api-assets.clashofclans.com/badges/512/DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc.png,https://api-assets.clashofclans.com/badges/200/DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc.png
825,#QJLY2J2Y,Anakin,196,5158,142,8,#8R2R9YGU,The Core™,https://api-assets.clashofclans.com/badges/70/a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI.png,https://api-assets.clashofclans.com/badges/512/a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI.png,https://api-assets.clashofclans.com/badges/200/a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI.png
826,#PRLJP02V,⚡️⚡️⚡️DOC⚡️⚡️⚡️,148,5158,115,14,#YJULQVP,ECUADOR,https://api-assets.clashofclans.com/badges/70/a511SGKJrMr83pqwKZg2R2Rf2Wa-bBVcv7HRwofCjKc.png,https://api-assets.clashofclans.com/badges/512/a511SGKJrMr83pqwKZg2R2Rf2Wa-bBVcv7HRwofCjKc.png,https://api-assets.clashofclans.com/badges/200/a511SGKJrMr83pqwKZg2R2Rf2Wa-bBVcv7HRwofCjKc.png
827,#2JCLJR02,Chaners,159,5158,106,11,#2JLQL2LJ,Р У С С К И Й,https://api-assets.clashofclans.com/badges/70/f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI.png,https://api-assets.clashofclans.com/badges/512/f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI.png,https://api-assets.clashofclans.com/badges/200/f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI.png
828,#JQQJQ0JU,VIPER STRIKES,140,5158,157,1,#29982928,Aus Adults,https://api-assets.clashofclans.com/badges/70/CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU.png,https://api-assets.clashofclans.com/badges/512/CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU.png,https://api-assets.clashofclans.com/badges/200/CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU.png
